mer_ID,budget,"loc_list
"
9198,679,"163:17
"
1519,100,"185
"
2800,1674,"135:145
"
4592,618,"214
"
6384,100,"136
"
9968,2775,"81:123:8:368:67
"
497,100,"13
"
2289,100,"213
"
4081,100,"8
"
5873,100,"43
"
9457,100,"32
"
1778,100,"57
"
3570,100,"6
"
5362,100,"404
"
8946,2260,"360
"
1267,685,"335
"
3059,100,"171
"
4851,100,"69
"
8435,100,"372:214
"
245,818,"6
"
3829,100,"33
"
7413,100,"6
"
9205,100,"337
"
3318,100,"320
"
8694,100,"461
"
1015,100,"322
"
8183,100,"396
"
9975,100,"345
"
504,100,"91
"
5880,100,"357:179
"
9464,100,"52
"
8953,100,"257
"
1274,132,"34
"
3066,2057,"190:346:91:197:332:78:348
"
4858,100,"98
"
763,100,"296
"
4347,100,"434
"
9723,100,"137
"
2044,100,"245
"
5628,100,"112
"
1533,100,"193
"
3325,100,"30
"
6909,100,"378
"
8701,100,"172
"
2814,387,"57
"
8190,100,"167
"
511,1384,"355
"
4095,100,"262
"
7679,100,"82
"
3584,100,"34
"
8960,100,"461
"
1281,100,"494
"
8449,100,"34
"
770,100,"254
"
2562,100,"135
"
7938,100,"361
"
259,100,"349
"
3843,100,"67
"
5635,100,"133
"
7427,100,"214
"
1540,100,"172
"
5124,100,"23
"
6916,100,"29
"
1029,100,"474
"
2821,100,"378
"
4613,100,"135
"
6405,100,"355
"
9989,713,"124:369
"
518,100,"125
"
4102,100,"372
"
5894,100,"162
"
7686,100,"139
"
9478,100,"452
"
7,1333,"446
"
1799,100,"307
"
3591,100,"338
"
7175,100,"333
"
8967,100,"108
"
3080,100,"468
"
4872,100,"104
"
6664,252,"57
"
777,100,"267
"
4361,107,"88
"
6153,100,"207
"
7945,100,"327
"
9737,100,"34
"
266,100,"158
"
2058,100,"228
"
7434,100,"108
"
1547,100,"145
"
5131,100,"458
"
2828,100,"461
"
4620,100,"127
"
6412,100,"301
"
9996,2000,"339:155
"
525,610,"340
"
4109,100,"358
"
5901,100,"172
"
9485,10239,"174:6:134:149:446:308:362:52
"
14,100,"15
"
8974,100,"358
"
1295,100,"460
"
4879,100,"337
"
8463,100,"6:348
"
784,100,"461
"
2576,100,"479
"
4368,100,"272
"
6160,100,"402
"
9744,100,"355
"
273,100,"132
"
3857,100,"41
"
1554,100,"6
"
5138,100,"132
"
6930,100,"372
"
1043,100,"325
"
4627,100,"105
"
6419,100,"450
"
532,100,"382
"
4116,100,"349
"
5908,339,"88:192
"
3605,100,"378
"
5397,100,"7
"
7189,100,"162
"
8470,100,"146
"
791,100,"107
"
7959,100,"57
"
280,683,"114
"
2072,100,"58
"
7448,100,"485
"
1561,403,"75
"
3353,100,"173
"
6937,100,"214
"
8729,100,"57
"
1050,2894,"441
"
2842,100,"271
"
4634,100,"214
"
6426,100,"6
"
8218,100,"294
"
539,100,"239
"
5915,4226,"69:17:442
"
7707,100,"350
"
28,100,"69:407:17
"
3612,100,"490
"
4893,100,"108
"
6685,100,"167
"
2590,100,"92
"
4382,1168,"183:308:88
"
6174,100,"402
"
287,100,"441
"
7455,100,"378
"
9247,100,"132
"
3360,100,"20
"
2849,1656,"362
"
4641,399,"106
"
6433,100,"49
"
546,100,"372
"
2338,100,"115
"
9506,100,"228
"
35,100,"57
"
1827,100,"84
"
3619,100,"108
"
4900,100,"73
"
6692,100,"364
"
8484,100,"178
"
805,100,"277
"
4389,100,"401
"
6181,100,"184
"
294,100,"445:481:34
"
5670,191,"360
"
9254,100,"213
"
1575,100,"60
"
3367,100,"24
"
5159,100,"270
"
6951,100,"32
"
8743,100,"335
"
1064,100,"481
"
4648,2236,"378
"
6440,100,"325
"
8232,100,"410
"
553,100,"410
"
2345,100,"459
"
4137,100,"435
"
42,100,"75
"
1834,100,"410
"
3626,100,"323
"
5418,178,"186
"
7210,100,"197:6:91
"
9002,100,"49
"
6699,100,"99
"
8491,100,"53
"
812,100,"228
"
6188,100,"91
"
301,530,"88
"
2093,100,"410
"
7469,100,"79
"
9261,100,"81
"
5166,100,"107
"
6958,100,"445
"
8750,100,"115
"
1071,758,"106
"
4655,100,"164
"
8239,100,"280
"
560,100,"132
"
2352,100,"457
"
4144,100,"60
"
7728,100,"28
"
9520,100,"38
"
49,100,"312
"
1841,100,"262
"
7217,277,"40
"
3122,100,"330
"
6706,100,"404
"
8498,100,"82
"
819,100,"448
"
2611,100,"322
"
9779,100,"88
"
308,100,"360
"
2100,100,"481
"
3892,100,"358
"
5684,100,"437
"
7476,100,"480
"
9268,100,"178
"
1589,100,"135
"
6965,387,"76
"
1078,1066,"86
"
2870,100,"284
"
4662,650,"378
"
6454,184,"348
"
8246,833,"99
"
4151,100,"32
"
5943,100,"88
"
56,100,"91
"
1848,100,"190
"
5432,100,"401
"
3129,100,"434
"
4921,100,"358
"
8505,100,"335
"
826,100,"360
"
2618,100,"207
"
4410,100,"484
"
315,300,"6
"
2107,773,"40
"
3899,100,"490
"
5691,100,"421
"
9275,100,"277
"
3388,100,"421
"
6972,100,"105
"
2366,100,"465
"
4158,155,"48
"
5950,100,"327
"
63,100,"245
"
1855,991,"340
"
3647,100,"238
"
7231,100,"256
"
1344,100,"164
"
4928,100,"360
"
833,100,"259
"
2625,411,"482
"
4417,100,"1
"
6209,100,"216
"
8001,100,"324
"
9793,621,"172
"
322,649,"349
"
3906,100,"272
"
5698,100,"172
"
7490,100,"34
"
9282,100,"340
"
1603,100,"60
"
3395,100,"349
"
6979,100,"337
"
8771,100,"437
"
2884,100,"288
"
581,100,"214
"
4165,100,"214
"
5957,213,"410
"
70,576,"461
"
1862,5660,"164:482:272:287:153:360
"
3654,100,"362
"
5446,100,"250
"
7238,100,"355
"
9030,100,"217
"
6727,100,"164
"
8519,100,"119
"
2632,100,"164
"
6216,100,"470
"
8008,423,"216
"
9800,100,"465
"
5705,100,"104
"
9289,100,"108
"
5194,100,"461
"
6986,100,"423
"
1099,100,"340
"
2891,100,"272
"
8267,100,"446
"
588,120,"461
"
9548,391,"322
"
77,100,"368
"
1869,100,"390
"
3661,100,"6
"
9037,100,"155
"
1358,100,"265
"
3150,100,"482
"
4942,100,"397
"
6734,100,"360
"
8526,100,"57
"
6223,100,"146:197
"
8015,100,"104
"
9807,100,"441
"
5712,100,"445
"
1617,100,"108
"
3409,323,"272
"
8785,100,"356
"
1106,100,"402
"
4690,502,"341
"
8274,100,"368
"
595,100,"6
"
2387,100,"214
"
4179,100,"111
"
9555,100,"88
"
84,100,"402
"
1876,100,"343
"
5460,100,"132
"
7252,100,"17
"
9044,100,"337
"
3157,100,"14
"
6741,583,"44
"
8533,100,"83
"
854,289,"138:188
"
2646,100,"95
"
4438,100,"360
"
8022,100,"204
"
343,100,"30
"
3927,100,"368
"
5719,100,"300
"
7511,100,"152
"
1624,772,"287
"
3416,100,"445
"
5208,100,"6
"
8792,100,"283
"
2905,906,"272
"
4697,793,"267:114:245:62:184:52:316
"
8281,100,"26
"
602,100,"91
"
7770,100,"296
"
9562,100,"6
"
1883,100,"219
"
3675,100,"98
"
5467,100,"333
"
1372,100,"213
"
3164,100,"445
"
6748,100,"159
"
8540,100,"242
"
861,100,"24
"
2653,100,"263
"
4445,100,"52
"
6237,244,"245
"
8029,100,"172
"
350,100,"88
"
2142,831,"114
"
3934,100,"192
"
5726,100,"296
"
9310,100,"83
"
3423,100,"372
"
5215,100,"214
"
8799,100,"190
"
1120,100,"162
"
2912,100,"159
"
4704,100,"33
"
8288,1370,"60:348:190
"
609,819,"199:490:241:55:230:236:5:266:278:444:189:279
"
2401,100,"129
"
4193,100,"85
"
98,100,"162
"
1890,100,"480
"
3682,100,"129:446
"
3171,100,"326
"
6755,100,"172
"
2660,100,"88
"
6244,100,"49
"
8036,100,"397
"
357,100,"372
"
2149,100,"342
"
3941,100,"372
"
9317,100,"60:330:78:146:365:205
"
5222,100,"488
"
7014,100,"287
"
8806,207,"349
"
2919,1280,"461
"
616,100,"83
"
2408,100,"88
"
5992,100,"325
"
7784,100,"213
"
9576,979,"84
"
105,100,"6
"
1897,100,"25
"
7273,100,"40
"
3178,100,"93
"
4970,100,"77
"
6762,1603,"461
"
875,100,"445
"
4459,100,"172
"
6251,100,"272
"
8043,100,"245
"
364,277,"346
"
2156,5859,"348:146:461:254:56:130:91
"
3948,100,"75
"
5740,100,"455
"
3437,100,"372
"
5229,264,"378
"
7021,100,"362
"
8813,947,"84
"
1134,100,"121
"
2926,100,"216
"
4718,1361,"441
"
623,100,"15
"
2415,100,"420
"
4207,100,"82
"
5999,157,"88
"
7791,100,"178
"
112,100,"346
"
9072,100,"410
"
4977,100,"32
"
6769,100,"163
"
8561,448,"442
"
882,100,"474
"
6258,100,"448
"
371,1148,"308:163
"
2163,100,"239
"
5747,425,"143
"
7539,100,"346
"
1652,100,"263
"
5236,100,"410
"
8820,100,"367
"
2933,100,"6
"
4725,100,"481
"
6517,100,"152
"
630,257,"441
"
6006,100,"9
"
7798,100,"85
"
9590,100,"172
"
119,100,"30
"
1911,100,"32
"
3703,100,"49
"
5495,100,"88
"
7287,100,"73
"
9079,100,"146
"
1400,100,"49
"
6265,100,"290
"
378,100,"410
"
3962,100,"355
"
7546,100,"6
"
5243,100,"17
"
7035,100,"471
"
2940,100,"315
"
637,100,"349
"
2429,100,"121
"
4221,100,"442
"
6013,100,"28
"
7805,100,"6
"
126,100,"172
"
1918,100,"6
"
3710,100,"338
"
7294,100,"481
"
1407,100,"33
"
3199,100,"7
"
4991,100,"448
"
8575,100,"272
"
